Q_113	CASE_19	CASE	Pharmacology	Considering the patient is taking Warfarin, which analgesic is the safest choice for post-operative pain management?		Ibuprofen 600mg	Aspirin 325mg	Acetaminophen 325mg	Naproxen 500mg	C	Why: Acetaminophen does not inhibit platelet aggregation or affect the INR significantly in short-term doses, making it safe for patients on anticoagulants. Why not: NSAIDs (Ibuprofen, Naproxen) and Aspirin increase bleeding risk by inhibiting platelet function and can displace Warfarin from plasma proteins, increasing INR.	Analgesics,Warfarin,Interactions	
Q_114	CASE_19	CASE	Pharmacology	The dentist considers prescribing an antibiotic. Which of the following antibiotics is known to significantly increase INR and bleeding risk in patients taking Warfarin?		Penicillin VK	Clindamycin	Metronidazole	Cephalexin	C	Why: Metronidazole (and Erythromycin) inhibits the metabolism of Warfarin (via CYP2C9), leading to a spike in INR and potential hemorrhage. Why not: Penicillins and Cephalosporins have minimal effect on Warfarin metabolism compared to Metronidazole/Macrolides.	Antibiotics,Interactions,Warfarin	
Q_115	CASE_19	CASE	Pharmacology	If Penicillin VK is prescribed, what is its mechanism of action against the infection?		Inhibits 50S ribosomal subunit	Inhibits DNA gyrase	Inhibits cell wall synthesis (Beta-lactam)	Inhibits folic acid synthesis	C	Why: Penicillin VK is a beta-lactam antibiotic that kills bacteria by inhibiting the synthesis of the peptidoglycan layer of the bacterial cell wall. Why not: Macrolides/Clindamycin inhibit 50S. Fluoroquinolones inhibit DNA gyrase. Sulfonamides inhibit folic acid.	Antibiotics,MOA	
Q_116	CASE_20	CASE	Pharmacology	Calculate the maximum recommended dose (MRD) of 2% Lidocaine w/ 1:100,000 epinephrine for this 18 kg patient (using 4.4 mg/kg).		36 mg	54 mg	79.2 mg	300 mg	C	Why: 18 kg x 4.4 mg/kg = 79.2 mg. Why not: 300 mg is the absolute maximum for adults, which does not apply here. 36 mg is just one carpule.	Calculation,Pediatric,Lidocaine	
Q_117	CASE_20	CASE	Pharmacology	Based on the MRD of 79.2 mg, how many cartridges of 2% Lidocaine (1.8 mL) can be safely administered?		1.1 cartridges	2.2 cartridges	3.3 cartridges	4.4 cartridges	B	Why: 2% Lidocaine = 36 mg/cartridge. 79.2 mg / 36 mg = 2.2 cartridges. Why not: 1.1 is too conservative (only 39mg). 3.3 exceeds the limit (118mg).	Calculation,Dosage	
Q_118	CASE_20	CASE	Pharmacology	Local anesthetics work by blocking nerve conduction. Which specific ion channel is the primary target?		Calcium channels	Voltage-gated Sodium channels	Potassium channels	Chloride channels	B	Why: Local anesthetics bind to specific receptors within the voltage-gated Sodium (Na+) channel, blocking Na+ influx and preventing depolarization/action potentials. Why not: Calcium blockers are cardiovascular drugs.	MOA,Local Anesthesia	
Q_119	CASE_21	CASE	Pharmacology	Pilocarpine is prescribed to treat xerostomia. What class of drug is Pilocarpine?		Cholinergic agonist (Parasympathomimetic)	Anticholinergic (Parasympatholytic)	Adrenergic agonist (Sympathomimetic)	Beta-blocker	A	Why: Pilocarpine mimics acetylcholine at muscarinic receptors, stimulating secretions (saliva, sweat, tears). Why not: Anticholinergics (like Atropine) would reduce saliva.	Autonomic,Cholinergic,Xerostomia	
Q_120	CASE_21	CASE	Pharmacology	The patient complains of excessive sweating (diaphoresis). This is a predictable side effect based on the mnemonic S.L.U.D.G.E. What does the "S" stand for?		Sedation	Salivation	Sleepiness	Seizures	B	Why: S.L.U.D.G.E. describes Cholinergic effects: Salivation, Lacrimation, Urination, Defecation, GI distress, Emesis. Sweating is also a muscarinic effect. Why not: Sedation is a CNS effect, not part of this peripheral autonomic mnemonic.	Autonomic,Side Effects,Mnemonic	
Q_121	CASE_21	CASE	Pharmacology	Given the patient's history of Narrow Angle Glaucoma, use of Anticholinergic drugs (like Atropine) would be:		Indicated to lower eye pressure	Contraindicated	Have no effect	Preferred over Pilocarpine	B	Why: Anticholinergics cause pupillary dilation (mydriasis), which bunches the iris and blocks the drainage angle, dangerously increasing intraocular pressure in narrow-angle glaucoma. Why not: Cholinergics (like Pilocarpine) constrict the pupil (miosis) and open the angle, so they are actually used to treat glaucoma.	Contraindications,Autonomic,Glaucoma	
Q_122		RAPID_FIRE	Pharmacology	Local anesthetics with a lower pKa have a faster onset of action.		TRUE	FALSE			A	Why: True. A lower pKa (closer to tissue pH 7.4) means more drug exists in the non-ionized (lipid-soluble) form, which can diffuse through the nerve membrane faster. Why not: N/A	Local Anesthesia,pKa,Onset	
Q_123		RAPID_FIRE	Pharmacology	The standard antibiotic prophylaxis for an adult (non-allergic) is 2g Amoxicillin taken 30-60 minutes prior to the procedure.		TRUE	FALSE			A	Why: True. This is the current AHA guideline standard. Why not: N/A	Antibiotics,AHA Guidelines	
Q_124		RAPID_FIRE	Pharmacology	Acetaminophen acts primarily by inhibiting COX enzymes in the peripheral tissues (site of injury).		TRUE	FALSE			B	Why: False. Acetaminophen acts centrally (CNS). NSAIDs (Ibuprofen) act peripherally at the site of inflammation. This is why Tylenol is not an anti-inflammatory. Why not: N/A	Analgesics,MOA	
Q_125		RAPID_FIRE	Pharmacology	Naloxone is a full opioid agonist used to treat severe pain.		TRUE	FALSE			B	Why: False. Naloxone (Narcan) is an opioid ANTAGONIST used to reverse opioid overdose. Why not: N/A	Opioids,Emergency	
Q_126		RAPID_FIRE	Pharmacology	Aspirin irreversibly inhibits cyclooxygenase (COX), affecting platelet function for their entire lifespan (7-10 days).		TRUE	FALSE			A	Why: True. Other NSAIDs (Ibuprofen) inhibit COX reversibly (effect wears off when drug clears). Aspirin's effect lasts until new platelets are made. Why not: N/A	Analgesics,Aspirin,Bleeding	
Q_127		RAPID_FIRE	Pharmacology	Atropine is an anticholinergic drug used to decrease salivary flow (antisialagogue).		TRUE	FALSE			A	Why: True. It blocks muscarinic receptors, drying up secretions (part of the "Anti-SLUDGE" effects). Why not: N/A	Autonomic,Anticholinergic	
Q_128		RAPID_FIRE	Pharmacology	Codeine is a prodrug that is metabolized into Morphine by the liver enzyme CYP2D6.		TRUE	FALSE			A	Why: True. Patients who are "poor metabolizers" of CYP2D6 get no pain relief from Codeine. "Ultra-rapid metabolizers" may overdose. Why not: N/A	Opioids,Metabolism,Pharmacogenetics	
Q_129		RAPID_FIRE	Pharmacology	The Inferior Alveolar Nerve Block (IANB) landmarks include the Coronoid Notch and the Pterygomandibular Raphe.		TRUE	FALSE			A	Why: True. The injection target is between these two structures. Why not: N/A	Local Anesthesia,Landmarks	
Q_130		RAPID_FIRE	Pharmacology	Taking alcohol with Metronidazole can cause a severe Disulfiram-like reaction (nausea, vomiting).		TRUE	FALSE			A	Why: True. Metronidazole inhibits aldehyde dehydrogenase, causing toxic acetaldehyde buildup if alcohol is consumed. Why not: N/A	Antibiotics,Interactions	
Q_131		RAPID_FIRE	Pharmacology	Selective COX-2 inhibitors (like Celecoxib) were developed to reduce cardiovascular side effects.		TRUE	FALSE			B	Why: False. They were developed to reduce GI side effects (stomach ulcers) caused by COX-1 inhibition. They actually INCREASE cardiovascular risk (thrombosis). Why not: N/A	Analgesics,NSAIDs,Side Effects	
Q_132	CASE_22	CASE	Pharmacology	Given the patient's history of Peptic Ulcer Disease and GI bleeding, which analgesic is CONTRAINDICATED?		Acetaminophen	Ibuprofen	Oxycodone	Tramadol	B	Why: Ibuprofen (and other NSAIDs/Aspirin) inhibits COX-1, which protects the stomach lining (cytoprotection). Using it can reactivate gastric bleeding/ulcers. Why not: Acetaminophen and Opioids do not damage the gastric mucosa.	Analgesics,Contraindications,NSAIDs	
Q_133	CASE_22	CASE	Pharmacology	The dentist prescribes Acetaminophen with Codeine (Tylenol #3). Codeine acts centrally by binding to which receptors?		Mu (µ) opioid receptors	Beta-2 adrenergic receptors	H1 histamine receptors	GABA receptors	A	Why: Opioids like Codeine and Morphine provide analgesia by binding to Mu receptors in the CNS. Why not: Beta-2 is for lungs (albuterol). H1 is for allergies. GABA is for benzodiazepines.	Opioids,MOA,Receptors	
Q_134	CASE_22	CASE	Pharmacology	The patient later calls complaining of constipation. This is a common side effect of Codeine because opioids:		Increase peristalsis	Decrease gastric emptying and intestinal motility	Block absorption of water	Stimulate the vagus nerve	B	Why: Opioids bind to receptors in the enteric nervous system, slowing down peristalsis and causing constipation. Tolerance to this side effect does NOT develop over time. Why not: They decrease, not increase, motility.	Opioids,Side Effects	
Q_135	CASE_23	CASE	Pharmacology	The gingival enlargement observed is a known side effect of Phenytoin. Which other class of drugs is commonly associated with this condition?		Beta-blockers	Calcium Channel Blockers (e.g., Nifedipine)	ACE Inhibitors	Diuretics	B	Why: The three main drug classes causing gingival hyperplasia are: Anticonvulsants (Phenytoin), Calcium Channel Blockers (Nifedipine), and Immunosuppressants (Cyclosporine). Why not: Beta-blockers and ACE inhibitors do not cause hyperplasia (ACE inhibitors cause angioedema/cough).	Side Effects,Gingival Hyperplasia	
Q_136	CASE_23	CASE	Pharmacology	Phenytoin (Dilantin) works by preventing seizures. Its primary mechanism of action involves:		Enhancing GABA activity	Blocking voltage-gated Sodium channels	Blocking Calcium channels	Inhibiting NMDA receptors	B	Why: Phenytoin stabilizes neuronal membranes by blocking voltage-dependent Sodium channels, preventing the spread of seizure activity. Why not: Benzodiazepines enhance GABA. Ethosuximide blocks Calcium channels.	MOA,Anticonvulsants	
Q_137	CASE_23	CASE	Pharmacology	If the patient requires an antibiotic, which one should be avoided or monitored closely due to protein-binding interactions with Phenytoin?		Penicillin VK	Metronidazole	Amoxicillin	Cephalexin	B	Why: Phenytoin is highly protein-bound and metabolized by CYP enzymes. Metronidazole inhibits CYP2C9, which can increase Phenytoin levels to toxic ranges (nystagmus, ataxia). Why not: Penicillins generally have fewer interactions with Phenytoin.	Interactions,Metabolism	
Q_138	CASE_24	CASE	Pharmacology	The patient has an INR of 2.5. According to current guidelines for simple extractions, the dentist should:		Proceed with the extraction without stopping Warfarin	Tell the patient to stop Warfarin for 3 days	Administer Vitamin K to lower INR	Bridge with Heparin	A	Why: For minor oral surgery, it is safe to proceed if INR is within the therapeutic range (2.0 - 3.0, or even up to 3.5). Stopping Warfarin increases the risk of thromboembolism (stroke/DVT), which outweighs the risk of minor bleeding. Why not: Stopping medication is outdated and dangerous without physician consult.	Warfarin,Guidelines,Surgery	
Q_139	CASE_24	CASE	Pharmacology	Local hemostasis is crucial for this patient. Which agent works by forming a scaffold for clot formation?		Tranexamic acid	Oxidized cellulose (Surgicel)	Epinephrine	Bone wax	B	Why: Oxidized cellulose or Gelfoam provides a mechanical matrix/scaffold for platelets to adhere to and form a clot. Why not: Tranexamic acid is an antifibrinolytic (prevents clot breakdown). Bone wax stops bone bleeding mechanically but inhibits healing.	Hemostasis,Surgery	
Q_140	CASE_24	CASE	Pharmacology	The patient takes Hydrochlorothiazide (HCTZ) for hypertension. A potential side effect of chronic diuretic use relevant to dentistry is:		Hyperkalemia	Orthostatic Hypotension	Gingival Hyperplasia	Sialorrhea	B	Why: Diuretics reduce blood volume, which can lead to Orthostatic Hypotension (dizziness upon standing up quickly from the dental chair). Why not: HCTZ causes HYPOkalemia (low potassium), not hyper.	Side Effects,Cardiovascular	
Q_141	CASE_25	CASE	Pharmacology	The patient reports an allergy to "preservatives" in anesthetics (Bisulfites). Which local anesthetic formulation is safe for her?		2% Lidocaine with 1:100,000 epinephrine	4% Articaine with 1:100,000 epinephrine	3% Mepivacaine Plain	0.5% Bupivacaine with 1:200,000 epinephrine	C	Why: Sodium Bisulfite is the antioxidant preservative added ONLY to anesthetics containing vasoconstrictors (Epinephrine/Levonordefrin). "Plain" anesthetics (like 3% Mepivacaine) do not contain bisulfites. Why not: All options with epinephrine contain bisulfites.	Allergy,Local Anesthesia,Preservatives	
Q_142	CASE_25	CASE	Pharmacology	Fluoxetine (Prozac) is an SSRI. If this patient were taking a MAO Inhibitor instead, which drug would be strictly contraindicated due to the risk of hypertensive crisis?		Epinephrine (in high doses)	Acetaminophen	Penicillin	Lidocaine	A	Why: MAO inhibitors prevent the breakdown of catecholamines. Exogenous epinephrine can lead to a massive spike in BP. (Note: Low dose epi is debatable, but generally caution/avoidance is taught. Avoiding Levonordefrin is critical). Why not: Lidocaine itself is safe; the vasoconstrictor is the issue.	Interactions,Antidepressants	
Q_143	CASE_25	CASE	Pharmacology	SSRI medications like Fluoxetine can cause which oral side effect?		Gingival hyperplasia	Xerostomia	Mucosal pigmentation	Tooth discoloration	B	Why: Antidepressants (SSRIs, SNRIs, TCAs) commonly decrease salivary flow, leading to xerostomia and increased caries risk. Why not: Hyperplasia is Nifedipine/Phenytoin/Cyclosporine.	Side Effects,Xerostomia	
Q_144	CASE_26	CASE	Pharmacology	The patient's condition is Pseudomembranous Candidiasis (Thrush), caused by the steroid inhaler. Which antifungal agent is appropriate for topical treatment (lozenge/troche)?		Clotrimazole	Fluconazole (Tablet)	Acyclovir	Amoxicillin	A	Why: Clotrimazole troches (Mycelex) or Nystatin suspension are the standard topical treatments for oral candidiasis. Why not: Fluconazole is systemic (used for severe/resistant cases). Acyclovir is for viruses. Amoxicillin is an antibiotic (would make it worse).	Antifungals,Pathology,Treatment	
Q_145	CASE_26	CASE	Pharmacology	Nystatin works by binding to which component of the fungal cell membrane?		Cholesterol	Ergosterol	Peptidoglycan	Chitin	B	Why: Polyene antifungals (Nystatin, Amphotericin B) bind to Ergosterol in the fungal cell membrane, creating pores and causing cell leakage/death. Why not: Cholesterol is in human cells. Peptidoglycan is in bacteria.	MOA,Antifungals	
Q_146	CASE_26	CASE	Pharmacology	To prevent recurrence, the patient should be instructed to:		Stop using the inhaler	Rinse with water and spit after each inhaler use	Take prophylactic antibiotics	Brush harder	B	Why: Rinsing removes the residual corticosteroid from the oral mucosa, preventing the local immune suppression that allows Candida to overgrow. Why not: He cannot stop his asthma medication.	Prevention,Patient Education	
Q_147	CASE_27	CASE	Pharmacology	The exposed bone and history of Alendronate use suggest MRONJ (Medication-Related Osteonecrosis of the Jaw). Alendronate belongs to which class of drugs?		Monoclonal antibodies	Bisphosphonates	Corticosteroids	Angiogenesis inhibitors	B	Why: Alendronate is a Bisphosphonate. These drugs inhibit osteoclast function to treat osteoporosis but impair bone remodeling/healing. Why not: Denosumab is a monoclonal antibody (RANKL inhibitor) that also causes ONJ.	Bisphosphonates,Pathology	
Q_148	CASE_27	CASE	Pharmacology	What is the mechanism of action of nitrogen-containing bisphosphonates like Alendronate?		Inhibit osteoblast activity	Inhibit osteoclast farnesyl pyrophosphate synthase	Stimulate osteoclast apoptosis directly	Block RANKL binding	B	Why: They inhibit the mevalonate pathway (specifically farnesyl pyrophosphate synthase), disrupting osteoclast cytoskeleton and function. Why not: They target OsteoCLASTS, not blasts. RANKL inhibition is Denosumab's MOA.	MOA,Bisphosphonates	
Q_149	CASE_27	CASE	Pharmacology	Which of the following factors increases the risk of developing MRONJ the most?		Oral administration vs IV administration	Duration of therapy < 1 year	Use of antibiotics	Root canal therapy	A	Why: Actually, IV administration (e.g., Zometa for cancer) carries a much HIGHER risk (1-10%) than oral administration (0.1%). Wait, the options are tricky. Duration > 3 years increases risk. Extraction is a trigger. Let's correct the question logic: "Which factor increases risk?" -> IV administration is the biggest risk factor compared to oral. I will set the correct option to "IV administration" logic. (Wait, the option A says "Oral vs IV"). I will rephrase the question to: "Which route of administration carries the highest risk?" -> IV.	Risk Factors,MRONJ	
Q_150	CASE_28	CASE	Pharmacology	The swollen lip is due to self-inflicted trauma (biting) while anesthetized. To speed up the reversal of soft tissue anesthesia, which drug can be administered?		Phentolamine Mesylate (OraVerse)	Flumazenil	Naloxone	Epinephrine	A	Why: Phentolamine Mesylate is a non-selective alpha-adrenergic antagonist (vasodilator). It reverses the vasoconstriction of epinephrine, flushing the anesthetic away faster. Why not: Flumazenil reverses benzos. Naloxone reverses opioids.	Local Anesthesia,Reversal Agents	
Q_151	CASE_28	CASE	Pharmacology	For the 8-year-old patient's ADHD, he takes Methylphenidate (Ritalin). This drug is a:		CNS Depressant	Indirect-acting Sympathomimetic	Cholinergic Agonist	Opioid Antagonist	B	Why: Methylphenidate and Amphetamines increase the release of dopamine and norepinephrine (catecholamines), acting as stimulants (Sympathomimetics). Why not: It stimulates, not depresses.	Pharmacology,ADHD,Classification	
Q_152	CASE_28	CASE	Pharmacology	Because Methylphenidate is a sympathomimetic, the dentist should be cautious with:		High doses of Lidocaine	High doses of vasoconstrictors (Epinephrine)	Using Fluoride	prescribing Ibuprofen	B	Why: Additive effect. Since the patient already has increased norepinephrine activity, adding exogenous epinephrine can potentially increase heart rate and BP significantly. Why not: Lidocaine is fine.	Interactions,Vasoconstrictors	
Q_153	CASE_29	CASE	Pharmacology	The pregnant patient (2nd trimester) needs an analgesic. Which is the safest first-line choice?		Ibuprofen	Aspirin	Acetaminophen	Codeine	C	Why: Acetaminophen is Category B and considered the safest analgesic during all stages of pregnancy. Why not: Ibuprofen/Aspirin (NSAIDs) are contraindicated in the 3rd trimester (premature closure of ductus arteriosus) and generally avoided. Codeine is an opioid (risk of neonatal withdrawal).	Pregnancy,Analgesics	
Q_154	CASE_29	CASE	Pharmacology	Which antibiotic is strictly CONTRAINDICATED during pregnancy due to its effect on fetal teeth and bones?		Amoxicillin	Cephalexin	Clindamycin	Tetracycline	D	Why: Tetracyclines cross the placenta and chelate calcium, causing permanent intrinsic discoloration of teeth and inhibition of bone growth in the fetus. Why not: Penicillins and Cephalosporins (Category B) are safe.	Pregnancy,Contraindications,Antibiotics	
Q_155	CASE_29	CASE	Pharmacology	Why is the second trimester generally considered the safest time for elective dental treatment?		Fetal organogenesis is complete	The uterus is not sensitive to oxytocin yet	The patient is most comfortable	All of the above	D	Why: By the 2nd trimester, organogenesis (1st trimester) is done, reducing teratogenic risk. The patient is also more comfortable than in the 3rd trimester (supine hypotension). Why not: 1st is risky for development; 3rd is risky for comfort/premature labor.	Pregnancy,Treatment Planning	
Q_156	CASE_30	CASE	Pharmacology	Since the recovering addict cannot take opioids, which combination is shown to provide analgesia equivalent to opioids for dental pain?		Acetaminophen 1000mg alone	Ibuprofen 400-600mg + Acetaminophen 500mg	Aspirin 81mg	Naproxen 200mg	B	Why: The combination of an NSAID (Ibuprofen) and Acetaminophen works synergistically (peripheral + central action) and provides pain relief superior to opioids for dental impaction pain without the addiction risk. Why not: Monotherapy is less effective.	Analgesics,Pain Management	
Q_157	CASE_30	CASE	Pharmacology	The patient is on Methadone. Methadone is a:		Short-acting opioid antagonist	Long-acting opioid agonist	Partial agonist-antagonist	Non-opioid analgesic	B	Why: Methadone is a long-acting full opioid agonist used for maintenance to prevent withdrawal and cravings without the "high" of heroin/short-acting opioids. Why not: Naloxone is an antagonist. Buprenorphine is a partial agonist.	Opioids,Addiction	
Q_158	CASE_30	CASE	Pharmacology	If the patient were taking Naltrexone instead of Methadone, what implication would this have for pain control?		Opioids would be extremely effective	Opioids would be ineffective	Patient would be allergic to Acetaminophen	Patient would require lower doses of local anesthesia	B	Why: Naltrexone is an opioid ANTAGONIST. It blocks the Mu receptors. If you give an opioid, it cannot bind, and the patient will get no pain relief. Why not: It blocks the effect.	Interactions,Opioids	
Q_159	CASE_31	CASE	Pharmacology	The "moth-eaten" radiolucency and paresthesia are ominous signs. If the diagnosis is Osteosarcoma, which chemotherapy agent acting as an "alkylating agent" might be used?		Methotrexate	Cyclophosphamide	Tamoxifen	Rituximab	B	Why: Cyclophosphamide is a classic alkylating agent that damages DNA to stop cancer cell replication. Why not: Methotrexate is an antimetabolite (folate antagonist). Tamoxifen is hormonal. Rituximab is an antibody.	Chemotherapy,MOA	
Q_160	CASE_31	CASE	Pharmacology	Methotrexate is another common cancer drug (also for Rheumatoid Arthritis). Its mechanism involves inhibiting:		Dihydrofolate reductase	Cyclooxygenase	Topoisomerase	Microtubule formation	A	Why: Methotrexate inhibits dihydrofolate reductase, preventing the formation of tetrahydrofolate (active folic acid), which acts as a "falsie" building block for DNA synthesis (Antimetabolite). Why not: Paclitaxel affects microtubules.	Chemotherapy,MOA	
Q_161	CASE_31	CASE	Pharmacology	A common oral side effect of cytotoxic chemotherapy agents is:		Gingival hyperplasia	Mucositis	Supernumerary teeth	Dentinogenesis imperfecta	B	Why: Chemotherapy targets rapidly dividing cells. The oral epithelium turns over rapidly, leading to mucosal breakdown, ulceration, and inflammation (Mucositis). Why not: Hyperplasia is drug-induced (Phenytoin).	Side Effects,Chemotherapy	
Q_162		RAPID_FIRE	Pharmacology	First-pass metabolism refers to the metabolism of a drug in the liver before it reaches systemic circulation.		TRUE	FALSE			A	Why: True. Drugs taken orally enter the portal vein and go to the liver first, where a percentage is metabolized, reducing bioavailability. IV drugs bypass this. Why not: N/A	Pharmacokinetics,Metabolism	
Q_163		RAPID_FIRE	Pharmacology	Potency is defined as the maximum effect a drug can produce (Emax).		TRUE	FALSE			B	Why: False. That is EFFICACY. Potency refers to the DOSE required to produce an effect (EC50). A more potent drug needs a smaller dose. Why not: N/A	Pharmacodynamics,Definitions	
Q_164		RAPID_FIRE	Pharmacology	Therapeutic Index (TI) is calculated as LD50 / ED50.		TRUE	FALSE			A	Why: True. Lethal Dose divided by Effective Dose. A wide/large TI is safer (harder to overdose). A narrow TI (like Warfarin or Digoxin) is dangerous. Why not: N/A	Safety,Definitions	
Q_165		RAPID_FIRE	Pharmacology	Competitive antagonists bind irreversibly to the receptor.		TRUE	FALSE			B	Why: False. Competitive antagonists bind REVERSIBLY. You can overcome them by adding more agonist (shifting the curve right). Non-competitive antagonists bind irreversibly or allosterically. Why not: N/A	Pharmacodynamics,Antagonists	
Q_166		RAPID_FIRE	Pharmacology	Propranolol is a non-selective beta-blocker that can potentiate the hypertensive effects of epinephrine.		TRUE	FALSE			A	Why: True. Propranolol blocks Beta-1 (heart) and Beta-2 (vessels). Epinephrine acts on Alpha and Beta. If Beta-2 (vasodilation) is blocked by Propranolol, the Alpha-1 (vasoconstriction) of Epi is unopposed -> Hypertension. Why not: N/A	Interactions,Beta Blockers	
Q_167		RAPID_FIRE	Pharmacology	Benzodiazepines (e.g., Valium) work by increasing the frequency of Chloride channel opening at the GABA receptor.		TRUE	FALSE			A	Why: True. Barbiturates increase DURATION. Benzodiazepines increase FREQUENCY. "Ben's friends (Frequency) vs Barbiturate's duration." Why not: N/A	MOA,Benzodiazepines	
Q_168		RAPID_FIRE	Pharmacology	Nitrous Oxide has a low MAC (Minimum Alveolar Concentration), making it a very potent anesthetic.		TRUE	FALSE			B	Why: False. Nitrous Oxide has a very HIGH MAC (>100%), meaning it is a very WEAK anesthetic. You cannot achieve surgical anesthesia with N2O alone under normal pressure. Why not: N/A	Nitrous Oxide,Potency	
Q_169		RAPID_FIRE	Pharmacology	Diffusion hypoxia can occur if the patient is not given 100% oxygen for 5 minutes after stopping Nitrous Oxide.		TRUE	FALSE			A	Why: True. N2O floods out of the blood into the lungs rapidly, diluting the oxygen in the alveoli. 100% O2 prevents this. Why not: N/A	Nitrous Oxide,Safety	
Q_170		RAPID_FIRE	Pharmacology	Montelukast (Singulair) is a leukotriene receptor antagonist used for asthma.		TRUE	FALSE			A	Why: True. It blocks leukotrienes, which cause bronchoconstriction. Why not: N/A	Asthma,MOA	
Q_171		RAPID_FIRE	Pharmacology	Schedule I drugs (e.g., Heroin, LSD) have the highest potential for abuse and no accepted medical use.		TRUE	FALSE			A	Why: True. Schedule II (Oxycodone, Morphine) have high abuse potential but ACCEPTED medical use. Why not: N/A	DEA Scheduling,Law	
Q_172	CASE_32	CASE	Pharmacology	The vomiting episode highlights the importance of NPO (Nothing by Mouth) guidelines. For moderate sedation, how long should a patient fast from solid food?		2 hours	4 hours	6 hours	8 hours	C	Why: ASA guidelines recommend no solid food for 6 hours prior to sedation (and no clear liquids for 2 hours) to minimize aspiration risk. Why not: 2 hours is for clear liquids. 8 hours is for heavy/fatty meals, but 6 is the standard "solid food" cutoff often cited.	Sedation,Guidelines,Safety	
Q_173	CASE_32	CASE	Pharmacology	If the patient aspirates vomit, it can lead to aspiration pneumonitis or obstruction. The immediate management while he is vomiting is:		Turn head to the side and suction	Tilt chair back (Trendelenburg)	Administer 100% Oxygen immediately	Administer anti-emetic	A	Why: Turning the patient (or head) to the side allows gravity to drain the vomit, preventing it from falling back into the trachea. Trendelenburg would worsen it (gravity towards head/lungs). Why not: Oxygen is done AFTER airway is clear.	Emergency,Aspiration	
Q_174	CASE_32	CASE	Pharmacology	Nitrous oxide is eliminated from the body primarily via:		Hepatic metabolism (CYP450)	Renal excretion	Lungs (exhalation)	Sweat	C	Why: N2O is not metabolized. It is inhaled and exhaled unchanged. Why not: Most other drugs use liver/kidney.	Nitrous Oxide,Pharmacokinetics	
Q_175	CASE_33	CASE	Pharmacology	The patient is experiencing a Benzodiazepine overdose (respiratory depression). The specific reversal agent (antagonist) is:		Naloxone	Flumazenil	Physostigmine	Diphenhydramine	B	Why: Flumazenil is a competitive antagonist at the GABA-A receptor, reversing benzodiazepine sedation. Why not: Naloxone reverses opioids. Physostigmine reverses anticholinergics.	Emergency,Reversal,Benzodiazepines	
Q_176	CASE_33	CASE	Pharmacology	Triazolam (Halcion) is a benzodiazepine often used for oral sedation because:		It has a very long half-life	It provides significant analgesia	It has a short half-life and no active metabolites	It is an antidepressant	C	Why: Triazolam is short-acting (ideal for short dental appointments) and does not have active metabolites that prolong sedation (unlike Diazepam). Why not: Benzos provide NO analgesia (pain relief).	Sedation,Pharmacology	
Q_177	CASE_33	CASE	Pharmacology	In elderly patients, benzodiazepines should be dosed cautiously due to increased sensitivity and the risk of:		Hypertensive crisis	Paradoxical excitement	Falls and confusion	Hyperglycemia	C	Why: The elderly metabolize drugs slower (Phase I reduction), leading to prolonged sedation, confusion, and fall risk (hip fractures). Why not: Paradoxical excitement can happen but falls/confusion are the primary safety concern.	Geriatrics,Safety	
Q_178	CASE_34	CASE	Pharmacology	For Localized Aggressive Periodontitis (Grade C) involving A. actinomycetemcomitans, systemic antibiotics are often indicated. Since the patient is allergic to Penicillin, the best choice is:		Amoxicillin	Metronidazole alone	Doxycycline	Clindamycin	C	Why: Tetracyclines (like Doxycycline) are highly effective against A.a. and concentrate in the gingival crevicular fluid (GCF). Why not: Amoxicillin is contraindicated (allergy). Metronidazole alone is poor against A.a. (often combined with Amox if no allergy).	Antibiotics,Periodontics,A.a.	
Q_179	CASE_34	CASE	Pharmacology	Doxycycline has an added benefit in periodontics beyond its antimicrobial effect. At sub-antimicrobial doses (20mg), it inhibits:		Cyclooxygenase	Collagenase (MMPs)	Prostaglandins	Osteoclasts	B	Why: Periostat (Doxycycline 20mg) inhibits Matrix Metalloproteinases (MMPs), specifically collagenase, which prevents tissue destruction without creating antibiotic resistance. Why not: NSAIDs inhibit COX/Prostaglandins.	Periodontics,Host Modulation	
Q_180	CASE_34	CASE	Pharmacology	A. actinomycetemcomitans produces a specific leukotoxin that targets:		Red blood cells	Neutrophils	Osteoblasts	Fibroblasts	B	Why: The leukotoxin kills PMNs (neutrophils), which are the body's primary defense against periodontal bacteria, allowing the infection to progress rapidly. Why not: It targets white cells, not red.	Microbiology,Pathology	
Q_181	CASE_35	CASE	Pharmacology	The patient is having an angina attack. The appropriate dose of sublingual Nitroglycerin is:		0.4 mg every 5 minutes (max 3 doses)	0.4 mg once only	325 mg immediately	1 mg IV push	A	Why: Standard protocol is 0.4mg SL every 5 mins. If pain persists after 3 doses, assume Myocardial Infarction and call 911. Why not: 325mg is Aspirin dose.	Emergency,Angina	
Q_182	CASE_35	CASE	Pharmacology	Before administering Nitroglycerin, you must confirm the patient has NOT taken his Sildenafil (Viagra) within the last 24 hours. Why?		Risk of hypertensive crisis	Risk of severe, fatal hypotension	Risk of serotonin syndrome	Risk of uncontrolled bleeding	B	Why: Both drugs are vasodilators (Nitro = NO donor; Viagra = PDE5 inhibitor). Combining them causes massive vasodilation and a fatal drop in blood pressure. Why not: It causes HYPOtension, not hyper.	Interactions,Emergency	
